Zeit(s)	Hoehe(m)	Distanz (m)	x-Versatz (m)	y-Versatz(m)	Groundspeed (kt)	Gleitzahl	Sinkgeschwindigkeit (m/s)	Breite	Laenge
192	1615	2507	2013	1495	15	4	3,8	47,0930257853314	15,179622483185
192	1613	2514	2020	1497	15	4	3,8	47,0930482545165	15,1797141293959
192	1611	2521	2027	1500	15	4	3,8	47,0930706647828	15,1798055353299
193	1609	2528	2034	1502	15	4	3,8	47,0930930161371	15,1798967010148
194	1607	2535	2041	1505	15	4	3,8	47,0931153085863	15,1799876264785
194	1605	2542	2047	1507	15	4	3,8	47,0931375421373	15,1800783117487
194	1603	2549	2054	1510	15	4	3,8	47,0931597167971	15,1801687568534
195	1601	2556	2061	1512	15	4	3,8	47,0931818241343	15,1802589274031
196	1599	2563	2068	1515	15	4	3,8	47,0932038628646	15,1803488181588
196	1597	2570	2075	1517	14	4	3,8	47,0932258329945	15,1804384291468
196	1596	2577	2082	1519	14	4	3,8	47,0932477345305	15,1805277603933
197	1594	2584	2088	1522	14	4	3,8	47,0932695674791	15,1806168119246
198	1592	2591	2095	1524	14	4	3,8	47,0932913318469	15,1807055837668
198	1590	2598	2102	1527	14	4	3,8	47,0933130276404	15,1807940759463
198	1588	2605	2109	1529	14	4	3,8	47,0933346548661	15,1808822884892
199	1586	2612	2115	1532	14	4	3,8	47,0933562135304	15,1809702214217
200	1584	2618	2122	1534	14	4	3,8	47,09337770364	15,18105787477
200	1582	2625	2129	1536	14	4	3,8	47,0933991252012	15,1811452485603
200	1580	2632	2135	1539	14	4	3,8	47,0934204782206	15,1812323428188
201	1578	2639	2142	1541	14	4	3,8	47,0934417627047	15,1813191575716
202	1576	2645	2148	1543	14	4	3,8	47,0934629781033	15,181405690574
202	1574	2652	2155	1546	14	4	3,8	47,0934841243296	15,1814919414724
202	1573	2659	2162	1548	14	4	3,8	47,0935052013898	15,181577910291
203	1571	2665	2168	1551	14	4	3,8	47,0935262092898	15,1816635970538
204	1569	2672	2175	1553	14	4	3,8	47,0935471480355	15,1817490017848
204	1567	2679	2181	1555	14	4	3,8	47,093568017633	15,181834124508
204	1565	2685	2187	1558	14	4	3,8	47,0935888180882	15,1819189652475
205	1563	2692	2194	1560	14	4	3,8	47,0936095494071	15,1820035240273
206	1561	2698	2200	1562	14	4	3,8	47,0936302115957	15,1820878008714
206	1559	2705	2207	1564	14	4	3,8	47,0936508046598	15,1821717958037
206	1557	2711	2213	1567	14	4	3,8	47,0936713286056	15,1822555088484
207	1555	2718	2219	1569	13	4	3,8	47,0936917834388	15,1823389400293
208	1553	2724	2226	1571	13	4	3,8	47,0937121691656	15,1824220893705
208	1551	2731	2232	1574	13	3	3,8	47,0937324857918	15,1825049568959
208	1549	2737	2238	1576	13	3	3,8	47,0937527333234	15,1825875426295
209	1548	2744	2245	1578	13	3	3,8	47,0937729117664	15,1826698465953
210	1546	2750	2251	1580	13	3	3,8	47,0937930211267	15,1827518688171
210	1544	2757	2257	1583	13	3	3,8	47,0938130614103	15,182833609319
210	1542	2763	2263	1585	13	3	3,8	47,0938330231367	15,1829150294321
211	1540	2769	2269	1587	13	3	3,8	47,0938529004773	15,1829961053814
212	1538	2776	2276	1589	13	3	3,8	47,0938726934387	15,1830768371937
212	1536	2782	2282	1591	13	3	3,8	47,0938924020275	15,1831572248959
212	1534	2788	2288	1594	13	3	3,8	47,0939120262505	15,183237268515
213	1532	2794	2294	1596	13	3	3,8	47,0939315661143	15,1833169680779
214	1530	2800	2300	1598	13	3	3,8	47,0939510216257	15,1833963236115
214	1528	2807	2306	1600	13	3	3,8	47,0939703927914	15,1834753351428
214	1526	2813	2312	1602	13	3	3,8	47,0939896796179	15,1835540026985
215	1525	2819	2318	1604	13	3	3,8	47,094008890339	15,1836323598616
216	1523	2825	2324	1607	13	3	3,8	47,0940280526473	15,1837105195858
216	1521	2831	2330	1609	13	3	3,8	47,0940471665478	15,1837884818907
216	1519	2837	2336	1611	13	3	3,8	47,0940662320451	15,1838662467957
217	1517	2843	2341	1613	13	3	3,8	47,0940852491443	15,1839438143203
218	1515	2849	2347	1615	12	3	3,8	47,09410421785	15,184021184484
218	1513	2855	2353	1617	12	3	3,8	47,0941231381671	15,1840983573063
218	1511	2861	2359	1619	12	3	3,8	47,0941420101006	15,1841753328067
219	1509	2867	2365	1621	12	3	3,8	47,0941608336551	15,1842521110046
220	1507	2873	2371	1624	12	3	3,8	47,0941796088354	15,1843286919196
220	1505	2879	2376	1626	12	3	3,8	47,0941983356466	15,184405075571
220	1503	2885	2382	1628	12	3	3,8	47,0942170140932	15,1844812619783
221	1502	2891	2388	1630	12	3	3,8	47,0942356441803	15,1845572511609
222	1500	2897	2394	1632	12	3	3,8	47,0942542259125	15,1846330431384
222	1498	2903	2400	1634	12	3	3,8	47,0942727592946	15,18470863793
222	1496	2909	2405	1636	12	3	3,8	47,0942912587964	15,1847840945549
223	1494	2915	2411	1638	12	3	3,8	47,0943097337721	15,184859451168
224	1492	2921	2417	1640	12	3	3,8	47,094328184224	15,1849347077783
224	1490	2927	2422	1642	12	3	3,8	47,0943466101542	15,1850098643944
224	1488	2932	2428	1644	12	3	3,8	47,0943650115649	15,185084921025
225	1486	2938	2434	1646	12	3	3,8	47,0943833884583	15,1851598776788
226	1484	2944	2439	1648	12	3	3,8	47,0944017408365	15,1852347343647
226	1482	2950	2445	1650	12	3	3,8	47,0944200687017	15,1853094910913
226	1481	2956	2451	1652	12	3	3,8	47,094438372056	15,1853841478673
227	1479	2962	2456	1654	12	3	3,8	47,0944566509016	15,1854587047014
228	1477	2967	2462	1656	12	3	3,8	47,0944749070158	15,1855331688428
228	1475	2973	2468	1658	12	3	3,8	47,0944931503098	15,185607580718
228	1473	2979	2473	1661	12	3	3,8	47,0945113807852	15,1856819403331
229	1471	2985	2479	1663	12	3	3,8	47,0945295984435	15,1857562476947
230	1469	2991	2485	1665	12	3	3,8	47,0945478032863	15,1858305028091
230	1467	2997	2490	1667	12	3	3,8	47,0945659953153	15,1859047056826
230	1465	3002	2496	1669	12	3	3,8	47,0945841745319	15,1859788563216
231	1463	3008	2502	1671	12	3	3,8	47,0946023409377	15,1860529547325
232	1461	3014	2507	1673	12	3	3,8	47,0946204945344	15,1861270009216
232	1460	3020	2513	1675	12	3	3,8	47,0946386353234	15,1862009948954
232	1458	3025	2518	1677	12	3	3,8	47,0946567633064	15,18627493666
233	1456	3031	2524	1679	12	3	3,8	47,0946748784849	15,186348826222
234	1454	3037	2530	1681	12	3	3,8	47,0946929808605	15,1864226635875
234	1452	3043	2535	1683	12	3	3,8	47,0947110704347	15,1864964487631
234	1450	3049	2541	1685	12	3	3,8	47,094729147247	15,1865701819092
235	1448	3054	2546	1687	12	3	3,8	47,0947472129641	15,1866438698241
236	1446	3060	2552	1689	12	3	3,8	47,094765267587	15,1867175125125
236	1444	3066	2558	1691	12	3	3,8	47,094783311117	15,186791109979
236	1442	3072	2563	1693	12	3	3,8	47,0948013435552	15,1868646622283
237	1440	3077	2569	1695	12	3	3,8	47,0948193649028	15,186938169265
238	1439	3083	2574	1697	12	3	3,8	47,0948373751609	15,1870116310939
238	1437	3089	2580	1699	12	3	3,8	47,0948553743306	15,1870850477195
238	1435	3095	2585	1701	12	3	3,8	47,0948733624132	15,1871584191465
239	1433	3100	2591	1703	12	3	3,8	47,0948913386051	15,1872317420976
240	1431	3106	2597	1705	12	3	3,8	47,0949092968155	15,1873049917285
240	1429	3112	2602	1707	12	3	3,8	47,0949272370457	15,1873781680448
240	1427	3118	2608	1709	12	3	3,8	47,094945159297	15,1874512710521
241	1425	3123	2613	1711	12	3	3,8	47,094963063571	15,1875243007561
242	1423	3129	2619	1713	12	3	3,8	47,094980949869	15,1875972571623
242	1421	3135	2624	1715	12	3	3,8	47,0949988181923	15,1876701402763
242	1419	3141	2630	1717	12	3	3,8	47,0950166685425	15,1877429501038
243	1418	3146	2635	1719	12	3	3,8	47,0950345009208	15,1878156866503
244	1416	3152	2641	1721	12	3	3,8	47,0950523153287	15,1878883499215
244	1414	3158	2646	1723	12	3	3,8	47,0950701117675	15,1879609399229
244	1412	3163	2652	1725	12	3	3,8	47,0950878902387	15,1880334566602
245	1410	3169	2657	1727	12	3	3,8	47,0951056507436	15,188105900139
246	1408	3175	2663	1729	12	3	3,8	47,0951233932837	15,1881782703648
246	1406	3180	2668	1731	12	3	3,8	47,0951411178603	15,1882505673433
246	1404	3186	2674	1733	12	3	3,8	47,0951588232604	15,1883227861267
247	1402	3192	2679	1735	12	3	3,8	47,0951765079167	15,1883949203217
248	1400	3197	2685	1737	12	3	3,8	47,0951941718309	15,1884669699355
248	1398	3203	2690	1739	12	3	3,8	47,0952118150048	15,1885389349756
248	1397	3209	2696	1741	12	3	3,8	47,0952294374404	15,1886108154493
249	1395	3214	2701	1742	12	3	3,8	47,0952470391395	15,1886826113641
250	1393	3220	2706	1744	12	3	3,8	47,0952646201038	15,1887543227272
250	1391	3226	2712	1746	12	3	3,8	47,0952821803352	15,1888259495462
250	1389	3231	2717	1748	12	3	3,8	47,0952997198355	15,1888974918283
251	1387	3237	2723	1750	12	3	3,8	47,0953172386066	15,188968949581
252	1385	3242	2728	1752	12	3	3,8	47,0953347366503	15,1890403228115
252	1383	3248	2734	1754	11	3	3,8	47,0953522118114	15,189111602729
252	1381	3254	2739	1756	11	3	3,8	47,0953696610644	15,1891827769927
253	1379	3259	2744	1758	11	3	3,8	47,0953870844119	15,1892538456128
254	1377	3265	2750	1760	11	3	3,8	47,0954044818564	15,1893248085995
254	1376	3270	2755	1762	11	3	3,8	47,0954218534003	15,1893956659629
254	1374	3276	2760	1764	11	3	3,8	47,0954391990463	15,1894664177133
255	1372	3281	2766	1766	11	3	3,8	47,0954565187968	15,1895370638607
256	1370	3287	2771	1768	11	3	3,8	47,0954738126543	15,1896076044154
256	1368	3293	2777	1770	11	3	3,8	47,0954910806214	15,1896780393875
256	1366	3298	2782	1772	11	3	3,8	47,0955083227006	15,1897483687871
257	1364	3304	2787	1774	11	3	3,8	47,0955255388944	15,1898185926244
258	1362	3309	2793	1775	11	3	3,8	47,0955427292053	15,1898887109096
258	1360	3315	2798	1777	11	3	3,8	47,0955598936358	15,1899587236528
258	1358	3320	2803	1779	11	3	3,8	47,0955770321884	15,1900286308641
259	1357	3326	2808	1781	11	3	3,8	47,0955941448657	15,1900984325536
260	1355	3331	2814	1783	11	3	3,8	47,0956112316701	15,1901681287316
260	1353	3337	2819	1785	11	3	3,8	47,0956282946655	15,1902377278163
260	1351	3342	2824	1787	11	3	3,8	47,0956453349365	15,1903072342317
261	1349	3348	2830	1789	11	3	3,8	47,0956623524857	15,1903766479877
262	1347	3353	2835	1791	11	3	3,8	47,0956793473154	15,1904459690945
262	1345	3358	2840	1793	11	3	3,8	47,0956963194282	15,1905151975619
262	1343	3364	2845	1794	11	3	3,8	47,0957132688264	15,1905843334001
263	1341	3369	2851	1796	11	3	3,8	47,0957301955127	15,190653376619
264	1339	3375	2856	1798	11	3	3,8	47,0957470994895	15,1907223272287
264	1338	3380	2861	1800	11	3	3,8	47,0957639807592	15,1907911852391
264	1336	3386	2866	1802	11	3	3,8	47,0957808393244	15,1908599506603
265	1334	3391	2871	1804	11	3	3,8	47,0957976751874	15,1909286235022
266	1332	3396	2877	1806	11	3	3,8	47,0958144964246	15,1909972367077
266	1330	3402	2882	1808	11	3	3,8	47,0958313081868	15,1910658112862
266	1328	3407	2887	1809	11	3	3,8	47,0958481104747	15,1911343472414
267	1326	3413	2892	1811	11	3	3,8	47,0958649032893	15,191202844577
268	1324	3418	2897	1813	11	3	3,8	47,0958816866316	15,1912713032967
268	1322	3423	2903	1815	11	3	3,8	47,0958984605024	15,1913397234044
268	1320	3429	2908	1817	11	3	3,8	47,0959152249028	15,1914081049037
269	1319	3434	2913	1819	11	3	3,8	47,0959319798335	15,1914764477984
270	1317	3440	2918	1821	11	3	3,8	47,0959487252956	15,1915447520921
270	1315	3445	2923	1823	11	3	3,8	47,09596546129	15,1916130177888
270	1313	3450	2929	1824	11	3	3,8	47,0959821878176	15,191681244892
271	1311	3456	2934	1826	11	3	3,8	47,0959989048793	15,1917494334054
272	1309	3461	2939	1828	11	3	3,8	47,096015612476	15,191817583333
272	1307	3466	2944	1830	11	3	3,8	47,0960323106087	15,1918856946782
272	1305	3472	2949	1832	11	3	3,8	47,0960489992782	15,1919537674449
273	1303	3477	2954	1834	11	3	3,8	47,0960656784856	15,1920218016369
274	1301	3483	2960	1836	11	3	3,8	47,0960823482317	15,1920897972577
274	1300	3488	2965	1837	11	3	3,8	47,0960990085174	15,1921577543112
274	1298	3493	2970	1839	11	3	3,8	47,0961156608129	15,1922256787936
275	1296	3499	2975	1841	11	3	3,8	47,0961323118128	15,1922935980129
276	1294	3504	2980	1843	11	3	3,8	47,0961489615176	15,1923615119707
276	1292	3509	2985	1845	11	3	3,8	47,0961656099278	15,1924294206687
276	1290	3515	2990	1847	11	3	3,8	47,0961822570436	15,1924973241086
277	1288	3520	2996	1849	11	3	3,8	47,0961989028656	15,1925652222922
278	1286	3525	3001	1850	11	3	3,8	47,0962155473942	15,192633115221
278	1284	3531	3006	1852	11	3	3,8	47,0962321906297	15,1927010028967
278	1282	3536	3011	1854	11	3	3,8	47,0962488325727	15,1927688853212
279	1281	3541	3016	1856	11	3	3,8	47,0962654732234	15,1928367624959
280	1279	3547	3021	1858	11	3	3,8	47,0962821125823	15,1929046344227
280	1277	3552	3026	1860	11	3	3,8	47,0962987506499	15,1929725011032
280	1275	3557	3032	1862	11	3	3,8	47,0963153874265	15,193040362539
281	1273	3563	3037	1863	11	3	3,8	47,0963320229126	15,1931082187319
282	1271	3568	3042	1865	11	3	3,8	47,0963486608573	15,1931760849748
282	1269	3574	3047	1867	11	3	3,8	47,0963653054599	15,1932439783966
282	1267	3579	3052	1869	11	3	3,8	47,0963819567203	15,1933118989966
283	1265	3584	3057	1871	11	3	3,8	47,0963986146381	15,1933798467737
284	1264	3590	3062	1873	11	3	3,8	47,0964152792131	15,1934478217269
284	1262	3595	3068	1874	11	3	3,8	47,0964319504451	15,1935158238552
284	1260	3600	3073	1876	11	3	3,8	47,0964486283338	15,1935838531576
285	1258	3606	3078	1878	11	3	3,8	47,096465312879	15,1936519096332
286	1256	3611	3083	1880	11	3	3,8	47,0964820040804	15,1937199932809
286	1254	3616	3088	1882	11	3	3,8	47,0964987019378	15,1937881040998
286	1252	3622	3093	1884	11	3	3,8	47,0965154064509	15,1938562420889
287	1250	3627	3099	1886	11	3	3,8	47,0965321176195	15,1939244072471
288	1248	3633	3104	1887	11	3	3,8	47,0965488354434	15,1939925995736
288	1246	3638	3109	1889	11	3	3,8	47,0965655599221	15,1940608190672
288	1245	3643	3114	1891	11	3	3,8	47,0965822910557	15,194129065727
289	1243	3649	3119	1893	11	3	3,8	47,0965990288437	15,1941973395521
290	1241	3654	3124	1895	11	3	3,8	47,0966157732859	15,1942656405414
290	1239	3660	3130	1897	11	3	3,8	47,0966325243821	15,194333968694
290	1237	3665	3135	1899	11	3	3,8	47,096649282132	15,1944023240088
291	1235	3670	3140	1901	11	3	3,8	47,0966660465355	15,1944707064848
292	1233	3676	3145	1902	11	3	3,8	47,0966828106605	15,194539087847
292	1231	3681	3150	1904	11	3	3,8	47,0966995740315	15,1946074661546
292	1229	3687	3155	1906	11	3	3,8	47,0967163366485	15,1946758414086
293	1228	3692	3161	1908	11	3	3,8	47,0967330985119	15,1947442136099
294	1226	3697	3166	1910	11	3	3,8	47,0967498596219	15,1948125827595
294	1224	3703	3171	1912	11	3	3,8	47,0967666199787	15,1948809488583
294	1222	3708	3176	1914	11	3	3,8	47,0967833795825	15,1949493119074
295	1220	3714	3181	1915	11	3	3,8	47,0968001384337	15,1950176719076
296	1218	3719	3187	1917	11	3	3,8	47,0968168965323	15,19508602886
296	1216	3724	3192	1919	11	3	3,8	47,0968336538787	15,1951543827655
296	1214	3730	3197	1921	11	3	3,8	47,0968504104732	15,195222733625
297	1212	3735	3202	1923	11	3	3,8	47,0968671663158	15,1952910814396
298	1211	3741	3207	1925	11	3	3,8	47,0968839199797	15,1953594203885
298	1209	3746	3212	1927	11	3	3,8	47,0969006671267	15,195427732776
298	1207	3751	3218	1929	11	3	3,8	47,0969174077576	15,1954960186055
299	1205	3757	3223	1930	11	3	3,8	47,0969341418731	15,19556427788
